 time (s)      vol               zflux              zinfl               zrain 
      0.0     0.00000000E+00     0.00000000E+00     0.00000000E+00     0.00000000E+00
      1.0     0.11677175E-01     0.11677175E-01     0.00000000E+00     0.00000000E+00
      2.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
      3.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
      4.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
      5.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
      6.0     0.11111105E-01     0.11111105E-01     0.00000000E+00     0.00000000E+00
      7.0     0.11020326E-01     0.11020326E-01     0.00000000E+00     0.00000000E+00
      8.0     0.10934313E-01     0.10934313E-01     0.00000000E+00     0.00000000E+00
      9.0     0.10924859E-01     0.10924859E-01     0.00000000E+00     0.00000000E+00
     10.0     0.10937460E-01     0.10937460E-01     0.00000000E+00     0.00000000E+00
     11.0     0.10948074E-01     0.10948074E-01     0.00000000E+00     0.00000000E+00
     12.0     0.10965622E-01     0.10965622E-01     0.00000000E+00     0.00000000E+00
     13.0     0.10984993E-01     0.10984993E-01     0.00000000E+00     0.00000000E+00
     14.0     0.11003721E-01     0.11003721E-01     0.00000000E+00     0.00000000E+00
     15.0     0.11020720E-01     0.11020720E-01     0.00000000E+00     0.00000000E+00
     16.0     0.11035616E-01     0.11035616E-01     0.00000000E+00     0.00000000E+00
     17.0     0.11048384E-01     0.11048384E-01     0.00000000E+00     0.00000000E+00
     18.0     0.11059176E-01     0.11059176E-01     0.00000000E+00     0.00000000E+00
     19.0     0.11068216E-01     0.11068216E-01     0.00000000E+00     0.00000000E+00
     20.0     0.11075741E-01     0.11075741E-01     0.00000000E+00     0.00000000E+00
     21.0     0.11081979E-01     0.11081979E-01     0.00000000E+00     0.00000000E+00
     22.0     0.11087135E-01     0.11087135E-01     0.00000000E+00     0.00000000E+00
     23.0     0.11091389E-01     0.11091389E-01     0.00000000E+00     0.00000000E+00
     24.0     0.11094894E-01     0.11094894E-01     0.00000000E+00     0.00000000E+00
     25.0     0.11097779E-01     0.11097779E-01     0.00000000E+00     0.00000000E+00
     26.0     0.11100152E-01     0.11100152E-01     0.00000000E+00     0.00000000E+00
     27.0     0.11102103E-01     0.11102103E-01     0.00000000E+00     0.00000000E+00
     28.0     0.11103706E-01     0.11103706E-01     0.00000000E+00     0.00000000E+00
     29.0     0.11105023E-01     0.11105023E-01     0.00000000E+00     0.00000000E+00
     30.0     0.11106105E-01     0.11106105E-01     0.00000000E+00     0.00000000E+00
     31.0     0.11106994E-01     0.11106994E-01     0.00000000E+00     0.00000000E+00
     32.0     0.11107725E-01     0.11107725E-01     0.00000000E+00     0.00000000E+00
     33.0     0.11108326E-01     0.11108326E-01     0.00000000E+00     0.00000000E+00
     34.0     0.11108819E-01     0.11108819E-01     0.00000000E+00     0.00000000E+00
     35.0     0.11109225E-01     0.11109225E-01     0.00000000E+00     0.00000000E+00
     36.0     0.11109558E-01     0.11109558E-01     0.00000000E+00     0.00000000E+00
     37.0     0.11109833E-01     0.11109833E-01     0.00000000E+00     0.00000000E+00
     38.0     0.11110058E-01     0.11110058E-01     0.00000000E+00     0.00000000E+00
     39.0     0.11110244E-01     0.11110244E-01     0.00000000E+00     0.00000000E+00
     40.0     0.11110397E-01     0.11110397E-01     0.00000000E+00     0.00000000E+00
     41.0     0.11110523E-01     0.11110523E-01     0.00000000E+00     0.00000000E+00
     42.0     0.11110626E-01     0.11110626E-01     0.00000000E+00     0.00000000E+00
     43.0     0.11110711E-01     0.11110711E-01     0.00000000E+00     0.00000000E+00
     44.0     0.11110782E-01     0.11110782E-01     0.00000000E+00     0.00000000E+00
     45.0     0.11110839E-01     0.11110839E-01     0.00000000E+00     0.00000000E+00
     46.0     0.11110887E-01     0.11110887E-01     0.00000000E+00     0.00000000E+00
     47.0     0.11110926E-01     0.11110926E-01     0.00000000E+00     0.00000000E+00
     48.0     0.11110959E-01     0.11110959E-01     0.00000000E+00     0.00000000E+00
     49.0     0.11110985E-01     0.11110985E-01     0.00000000E+00     0.00000000E+00
     50.0     0.11111007E-01     0.11111007E-01     0.00000000E+00     0.00000000E+00
     51.0     0.11111025E-01     0.11111025E-01     0.00000000E+00     0.00000000E+00
     52.0     0.11111040E-01     0.11111040E-01     0.00000000E+00     0.00000000E+00
     53.0     0.11111053E-01     0.11111053E-01     0.00000000E+00     0.00000000E+00
     54.0     0.11111063E-01     0.11111063E-01     0.00000000E+00     0.00000000E+00
     55.0     0.11111071E-01     0.11111071E-01     0.00000000E+00     0.00000000E+00
     56.0     0.11111078E-01     0.11111078E-01     0.00000000E+00     0.00000000E+00
     57.0     0.11111084E-01     0.11111084E-01     0.00000000E+00     0.00000000E+00
     58.0     0.11111089E-01     0.11111089E-01     0.00000000E+00     0.00000000E+00
     59.0     0.11111093E-01     0.11111093E-01     0.00000000E+00     0.00000000E+00
     60.0     0.11111096E-01     0.11111096E-01     0.00000000E+00     0.00000000E+00
     61.0     0.11111098E-01     0.11111098E-01     0.00000000E+00     0.00000000E+00
     62.0     0.11111101E-01     0.11111101E-01     0.00000000E+00     0.00000000E+00
     63.0     0.11111102E-01     0.11111102E-01     0.00000000E+00     0.00000000E+00
     64.0     0.11111104E-01     0.11111104E-01     0.00000000E+00     0.00000000E+00
     65.0     0.11111105E-01     0.11111105E-01     0.00000000E+00     0.00000000E+00
     66.0     0.11111106E-01     0.11111106E-01     0.00000000E+00     0.00000000E+00
     67.0     0.11111107E-01     0.11111107E-01     0.00000000E+00     0.00000000E+00
     68.0     0.11111108E-01     0.11111108E-01     0.00000000E+00     0.00000000E+00
     69.0     0.11111108E-01     0.11111108E-01     0.00000000E+00     0.00000000E+00
     70.0     0.11111109E-01     0.11111109E-01     0.00000000E+00     0.00000000E+00
     71.0     0.11111109E-01     0.11111109E-01     0.00000000E+00     0.00000000E+00
     72.0     0.11111110E-01     0.11111110E-01     0.00000000E+00     0.00000000E+00
     73.0     0.11111110E-01     0.11111110E-01     0.00000000E+00     0.00000000E+00
     74.0     0.11111110E-01     0.11111110E-01     0.00000000E+00     0.00000000E+00
     75.0     0.11111110E-01     0.11111110E-01     0.00000000E+00     0.00000000E+00
     76.0     0.11111110E-01     0.11111110E-01     0.00000000E+00     0.00000000E+00
     77.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     78.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     79.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     80.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     81.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     82.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     83.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     84.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     85.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     86.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     87.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     88.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     89.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     90.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     91.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     92.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     93.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     94.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     95.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     96.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     97.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     98.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
     99.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    100.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    101.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    102.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    103.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    104.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    105.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    106.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    107.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    108.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    109.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    110.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    111.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    112.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    113.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    114.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    115.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    116.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    117.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    118.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    119.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    120.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    121.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    122.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    123.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    124.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    125.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    126.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    127.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    128.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    129.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    130.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    131.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    132.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    133.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    134.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    135.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    136.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    137.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    138.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    139.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    140.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    141.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    142.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    143.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    144.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    145.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    146.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    147.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    148.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    149.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    150.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    151.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    152.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    153.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    154.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    155.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    156.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    157.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    158.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    159.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    160.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    161.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    162.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    163.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    164.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    165.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    166.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    167.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    168.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    169.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    170.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    171.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    172.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    173.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    174.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    175.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    176.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    177.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    178.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    179.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    180.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    181.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    182.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    183.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    184.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    185.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    186.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    187.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    188.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    189.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    190.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    191.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    192.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    193.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    194.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    195.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    196.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    197.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    198.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    199.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    200.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    201.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    202.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    203.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    204.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    205.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    206.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    207.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    208.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    209.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    210.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    211.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    212.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    213.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    214.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    215.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    216.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    217.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    218.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    219.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    220.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    221.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    222.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    223.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    224.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    225.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    226.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    227.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    228.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    229.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    230.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    231.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    232.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    233.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    234.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    235.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    236.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    237.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    238.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    239.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    240.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    241.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    242.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    243.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    244.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    245.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    246.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    247.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    248.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    249.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    250.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    251.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    252.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    253.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    254.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    255.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    256.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    257.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    258.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    259.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    260.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    261.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    262.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    263.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    264.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    265.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    266.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    267.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    268.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    269.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    270.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    271.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    272.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    273.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    274.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    275.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    276.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    277.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    278.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    279.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    280.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    281.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    282.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    283.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    284.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    285.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    286.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    287.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    288.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    289.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    290.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    291.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    292.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    293.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    294.0     0.11111111E-01     0.11111111E-01     0.00000000E+00     0.00000000E+00
    295.0     0.11111104E-01     0.11111104E-01     0.00000000E+00     0.00000000E+00
    296.0     0.11111046E-01     0.11111046E-01     0.00000000E+00     0.00000000E+00
    297.0     0.11110952E-01     0.11110952E-01     0.00000000E+00     0.00000000E+00
    298.0     0.11110953E-01     0.11110953E-01     0.00000000E+00     0.00000000E+00
    299.0     0.11110954E-01     0.11110954E-01     0.00000000E+00     0.00000000E+00
    300.0     0.11110955E-01     0.11110955E-01     0.00000000E+00     0.00000000E+00
    301.0    -0.26496695E-06    -0.26496692E-06     0.00000000E+00     0.00000000E+00
    302.0    -0.24111567E-05    -0.24111567E-05     0.00000000E+00     0.00000000E+00
    303.0    -0.14827603E-04    -0.14827603E-04     0.00000000E+00     0.00000000E+00
    304.0     0.32511875E-05     0.32511874E-05     0.00000000E+00     0.00000000E+00
    305.0     0.88999382E-03     0.88999382E-03     0.00000000E+00     0.00000000E+00
    306.0     0.86900330E-03     0.86900330E-03     0.00000000E+00     0.00000000E+00
    307.0     0.78981294E-03     0.78981294E-03     0.00000000E+00     0.00000000E+00
    308.0     0.60278942E-03     0.60278942E-03     0.00000000E+00     0.00000000E+00
    309.0     0.12081302E-03     0.12081302E-03     0.00000000E+00     0.00000000E+00
    310.0    -0.22920152E-03    -0.22920152E-03     0.00000000E+00     0.00000000E+00
    311.0    -0.12567632E-02    -0.12567632E-02     0.00000000E+00     0.00000000E+00
    312.0    -0.21835435E-02    -0.21835435E-02     0.00000000E+00     0.00000000E+00
    313.0    -0.31328590E-02    -0.31328590E-02     0.00000000E+00     0.00000000E+00
    314.0    -0.40821907E-02    -0.40821907E-02     0.00000000E+00     0.00000000E+00
    315.0    -0.50041658E-02    -0.50041658E-02     0.00000000E+00     0.00000000E+00
    316.0    -0.58646819E-02    -0.58646819E-02     0.00000000E+00     0.00000000E+00
    317.0    -0.66437337E-02    -0.66437337E-02     0.00000000E+00     0.00000000E+00
    318.0    -0.73327819E-02    -0.73327819E-02     0.00000000E+00     0.00000000E+00
    319.0    -0.79315363E-02    -0.79315363E-02     0.00000000E+00     0.00000000E+00
    320.0    -0.84448645E-02    -0.84448645E-02     0.00000000E+00     0.00000000E+00
    321.0    -0.88804746E-02    -0.88804746E-02     0.00000000E+00     0.00000000E+00
    322.0    -0.92473197E-02    -0.92473197E-02     0.00000000E+00     0.00000000E+00
    323.0    -0.95545252E-02    -0.95545252E-02     0.00000000E+00     0.00000000E+00
    324.0    -0.98107548E-02    -0.98107548E-02     0.00000000E+00     0.00000000E+00
    325.0    -0.10023892E-01    -0.10023892E-01     0.00000000E+00     0.00000000E+00
    326.0    -0.10200873E-01    -0.10200873E-01     0.00000000E+00     0.00000000E+00
    327.0    -0.10347679E-01    -0.10347679E-01     0.00000000E+00     0.00000000E+00
    328.0    -0.10469406E-01    -0.10469406E-01     0.00000000E+00     0.00000000E+00
    329.0    -0.10570346E-01    -0.10570346E-01     0.00000000E+00     0.00000000E+00
    330.0    -0.10654090E-01    -0.10654090E-01     0.00000000E+00     0.00000000E+00
    331.0    -0.10723625E-01    -0.10723625E-01     0.00000000E+00     0.00000000E+00
    332.0    -0.10781427E-01    -0.10781427E-01     0.00000000E+00     0.00000000E+00
    333.0    -0.10829539E-01    -0.10829539E-01     0.00000000E+00     0.00000000E+00
    334.0    -0.10869650E-01    -0.10869650E-01     0.00000000E+00     0.00000000E+00
    335.0    -0.10903150E-01    -0.10903150E-01     0.00000000E+00     0.00000000E+00
    336.0    -0.10931184E-01    -0.10931184E-01     0.00000000E+00     0.00000000E+00
    337.0    -0.10954695E-01    -0.10954695E-01     0.00000000E+00     0.00000000E+00
    338.0    -0.10974459E-01    -0.10974459E-01     0.00000000E+00     0.00000000E+00
